SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Ticker,Report_Date
908918,USD,2014,Q3,2015-02-06,2015-02-13,22847000.0,22847000.0,204785000.0,12057000.0,,220910000.0,33782000.0,,10868000.0,44650000.0,265560000,8994000.0,,35641000.0,,5047000.0,40688000,341962000.0,-263000.0,-116775000.0,224872000.0,265560000,NEWR,2014-12-31
908918,USD,2014,Q4,2015-05-07,2016-05-26,46628000.0,46628000.0,200760000.0,13813000.0,,218872000.0,35397000.0,,10442000.0,45839000.0,264711000,11257000.0,,44065000.0,,5776000.0,49841000,346718000.0,-263000.0,-131600000.0,214870000.0,264711000,NEWR,2015-03-31
908918,USD,2015,Q1,2015-08-12,2015-08-12,47190000.0,47190000.0,195028000.0,18357000.0,,218126000.0,38057000.0,,10282000.0,48339000.0,266465000,12064000.0,,54420000.0,,5731000.0,60151000,353306000.0,-263000.0,-146719000.0,206314000.0,266465000,NEWR,2015-06-30
908918,USD,2015,Q2,2015-11-06,2015-11-06,48150000.0,48150000.0,189021000.0,20684000.0,,217978000.0,40621000.0,,13516000.0,54137000.0,272115000,13067000.0,,60273000.0,,8827000.0,69100000,364774000.0,-263000.0,-161538000.0,203015000.0,272115000,NEWR,2015-09-30
908918,USD,2015,Q3,2016-02-04,2016-02-04,48953000.0,48953000.0,191006000.0,23408000.0,,220090000.0,40398000.0,,25353000.0,65751000.0,285841000,15523000.0,,75409000.0,,9075000.0,84484000,381684000.0,-263000.0,-179893000.0,201357000.0,285841000,NEWR,2015-12-31
908918,USD,2015,Q4,2016-05-26,2017-05-18,49347000.0,49347000.0,191328000.0,32514000.0,,229951000.0,40147000.0,,24346000.0,64493000.0,294444000,16081000.0,,93203000.0,,8008000.0,101211000,392561000.0,-263000.0,-199087000.0,193233000.0,294444000,NEWR,2016-03-31
908918,USD,2016,Q1,2016-08-04,2016-08-04,50224000.0,50224000.0,196129000.0,28819000.0,,234710000.0,40202000.0,,24131000.0,64333000.0,299043000,18094000.0,,103938000.0,,8525000.0,112463000,403969000.0,-263000.0,-217158000.0,186580000.0,299043000,NEWR,2016-06-30
908918,USD,2016,Q2,2016-11-08,2016-11-08,51328000.0,51328000.0,197324000.0,27022000.0,,234105000.0,47210000.0,,24312000.0,71522000.0,305627000,21354000.0,,105802000.0,,10350000.0,116152000,421005000.0,-263000.0,-231288000.0,189475000.0,305627000,NEWR,2016-09-30
908918,USD,2016,Q3,2017-02-08,2017-02-08,52328000.0,52328000.0,195576000.0,38698000.0,,242042000.0,49329000.0,,24812000.0,74141000.0,316183000,22557000.0,,119657000.0,,10210000.0,129867000,431815000.0,-263000.0,-245171000.0,186316000.0,316183000,NEWR,2016-12-31
908918,USD,2016,Q4,2017-05-18,2018-05-11,52980000.0,52980000.0,206406000.0,62032000.0,,276607000.0,50728000.0,,24934000.0,75662000.0,352269000,22457000.0,,155333000.0,,10092000.0,165425000,447367000.0,-263000.0,-260164000.0,186844000.0,352269000,NEWR,2017-03-31
908918,USD,2017,Q1,2017-08-04,2017-08-04,53697000.0,53697000.0,227298000.0,39170000.0,,278817000.0,51136000.0,,24824000.0,75960000.0,354777000,21383000.0,,153309000.0,,9485000.0,162794000,468457000.0,-263000.0,-276098000.0,191983000.0,354777000,NEWR,2017-06-30
908918,USD,2017,Q2,2017-11-08,2017-11-08,54699000.0,54699000.0,227459000.0,39510000.0,,277826000.0,53528000.0,,27088000.0,80616000.0,358442000,21961000.0,,152844000.0,,8984000.0,161828000,487760000.0,-263000.0,-290789000.0,196614000.0,358442000,NEWR,2017-09-30
908918,USD,2017,Q3,2018-02-07,2018-02-07,55196000.0,55196000.0,233036000.0,52676000.0,,295143000.0,52572000.0,,27278000.0,79850000.0,374993000,21829000.0,,163622000.0,,9321000.0,172943000,501060000.0,-263000.0,-298518000.0,202050000.0,374993000,NEWR,2017-12-31
908918,USD,2017,Q4,2018-05-11,2019-05-15,55664000.0,55664000.0,247920000.0,99488000.0,,362999000.0,53899000.0,,26428000.0,80327000.0,443326000,20399000.0,,218651000.0,0.0,9571000.0,228222000,521175000.0,-263000.0,-305484000.0,215104000.0,443326000,NEWR,2018-03-31
908918,USD,2018,Q1,2018-08-08,2018-08-08,56183000.0,56183000.0,720936000.0,59366000.0,,816573000.0,54932000.0,,46985000.0,101917000.0,918490000,22120000.0,,212971000.0,390873000.0,401171000.0,614142000,575167000.0,-263000.0,-270286000.0,304348000.0,918490000,NEWR,2018-06-30
908918,USD,2018,Q2,2018-11-07,2018-11-07,56706000.0,56706000.0,731108000.0,76019000.0,,848585000.0,62738000.0,,48205000.0,110943000.0,959528000,30941000.0,,222528000.0,395824000.0,415754000.0,638282000,597305000.0,-263000.0,-278622000.0,321246000.0,959528000,NEWR,2018-09-30
908918,USD,2018,Q3,2019-02-07,2019-02-07,57096000.0,57096000.0,722311000.0,102433000.0,,866758000.0,71076000.0,,56005000.0,127081000.0,993839000,34459000.0,,245744000.0,400845000.0,419002000.0,664746000,614731000.0,-263000.0,-288727000.0,329093000.0,993839000,NEWR,2018-12-31
908918,USD,2018,Q4,2019-05-15,2019-05-15,57551000.0,57551000.0,744728000.0,120605000.0,,914332000.0,80742000.0,,95153000.0,175895000.0,1090227000,33786000.0,,315358000.0,405937000.0,422506000.0,737864000,654817000.0,-263000.0,-305569000.0,352363000.0,1090227000,NEWR,2019-03-31
908918,USD,2019,Q1,2019-08-07,2019-08-07,57944000.0,57944000.0,768935000.0,84173000.0,,900558000.0,92336000.0,,160272000.0,252608000.0,1153166000,38344000.0,,312557000.0,411102000.0,478533000.0,791090000,678591000.0,-263000.0,-320738000.0,362076000.0,1153166000,NEWR,2019-06-30
908918,USD,2019,Q2,2019-11-06,2019-11-06,58372000.0,58372000.0,771475000.0,76954000.0,,894789000.0,100742000.0,,154840000.0,255582000.0,1150371000,42307000.0,,297320000.0,416341000.0,479077000.0,776397000,708820000.0,-263000.0,-339352000.0,373974000.0,1150371000,NEWR,2019-09-30
908918,USD,2019,Q3,2020-02-05,2020-02-05,58733000.0,58733000.0,736659000.0,110590000.0,,895920000.0,105040000.0,,157233000.0,262273000.0,1158193000,41132000.0,,299326000.0,421655000.0,483074000.0,782400000,738422000.0,-263000.0,-366547000.0,375793000.0,1158193000,NEWR,2019-12-31
