SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),"Cash, Cash Equivalents & Short Term Investments",Accounts & Notes Receivable,Inventories,Total Current Assets,"Property, Plant & Equipment, Net",Long Term Investments & Receivables,Other Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Short Term Debt,Total Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Ticker,Report_Date
739639,USD,2010,Q4,2011-03-30,2012-04-16,13689149.0,14844124.0,6199934.0,12070326.0,7768149.0,36177570.0,3113592.0,374499.0,43971278.0,47459369.0,83636939,9081350.0,3878728.0,20780897.0,28854.0,10371673.0,31152570,222004518.0,,-170705241.0,52484369.0,83636939,ARTX,2010-12-31
739639,USD,2011,Q1,2011-05-16,2011-05-16,13689149.0,14844124.0,2647487.0,8539739.0,11300003.0,31035963.0,4450412.0,645440.0,42328385.0,47424237.0,78460200,10239166.0,2943267.0,17743348.0,1026584.0,10756515.0,28499863,221987733.0,,-173348386.0,49960337.0,78460200,ARTX,2011-03-31
739639,USD,2011,Q2,2011-08-15,2011-08-15,13855164.0,13855164.0,1172996.0,13671736.0,13923522.0,35317296.0,4530272.0,348644.0,42191566.0,47070482.0,82387778,12566334.0,5419381.0,22933147.0,1002204.0,10861180.0,33794327,222506237.0,,-175419825.0,48593451.0,82387778,ARTX,2011-06-30
739639,USD,2011,Q3,2011-11-18,2011-11-18,14216701.0,14216701.0,1848512.0,10351372.0,14592269.0,34822559.0,6223238.0,342307.0,40635048.0,47200593.0,82023152,16408528.0,711758.0,23799642.0,2015481.0,11679705.0,35479347,222779011.0,,-176945667.0,46543805.0,82023152,ARTX,2011-09-30
739639,USD,2011,Q4,2012-04-16,2013-04-01,14285250.0,13130275.0,2324163.0,11883779.0,9503171.0,38599280.0,4631007.0,58596.0,37813062.0,42502665.0,81101945,10328260.0,6724079.0,28378731.0,1019245.0,11597752.0,39976483,222942131.0,,-182232246.0,41125462.0,81101945,ARTX,2011-12-31
739639,USD,2012,Q1,2012-05-15,2012-05-15,14654803.0,14654803.0,1723954.0,7465904.0,9847890.0,33130035.0,4660876.0,48693.0,38174101.0,42883670.0,76013705,8736819.0,5509289.0,23518441.0,1000000.0,12198966.0,35717407,223005335.0,,-183291689.0,40296298.0,76013705,ARTX,2012-03-31
739639,USD,2012,Q2,2012-08-14,2012-08-14,14728352.0,14728352.0,1391605.0,11322057.0,10376391.0,37279527.0,4390011.0,46111.0,37148604.0,41584726.0,78864253,13537084.0,8607310.0,29439981.0,1045000.0,12312848.0,41752829,223060707.0,,-186193349.0,37111424.0,78864253,ARTX,2012-06-30
739639,USD,2012,Q3,2012-11-14,2012-11-14,15336947.0,15939687.0,757740.0,10012443.0,10908857.0,37739495.0,4309145.0,52632.0,36590277.0,40952054.0,78691549,12304215.0,10546295.0,28466126.0,1031250.0,12581388.0,41047514,223113132.0,,-185695260.0,37644035.0,78691549,ARTX,2012-09-30
739639,USD,2012,Q4,2013-09-12,2014-03-31,14134230.0,13531490.0,1580627.0,9639709.0,10033525.0,36382223.0,4464580.0,55156.0,36978059.0,41497795.0,77880018,11409237.0,10676618.0,26472533.0,992917.0,12986383.0,39458916,223343218.0,,-185248923.0,38421102.0,77880018,ARTX,2012-12-31
739639,USD,2013,Q1,2013-05-15,2013-05-15,15569153.0,16171893.0,377812.0,14329246.0,10461815.0,39288753.0,5070771.0,56441.0,37261338.0,42388550.0,81677303,11945113.0,12325564.0,28911628.0,1003750.0,13630556.0,42542184,223441514.0,,-184844878.0,39135119.0,81677303,ARTX,2013-03-31
739639,USD,2013,Q2,2013-08-14,2013-08-14,15554199.0,16146939.0,953295.0,19628085.0,9803771.0,40536553.0,5153389.0,70154.0,37067671.0,42291214.0,82827767,10500299.0,10270170.0,28274397.0,990000.0,13813945.0,42088342,223510434.0,,-183367739.0,40739425.0,82827767,ARTX,2013-06-30
739639,USD,2013,Q3,2013-11-21,2013-11-21,15951602.0,16554342.0,4863528.0,13820892.0,10543004.0,39019123.0,4894468.0,72599.0,37005699.0,41972766.0,80991889,10448046.0,3811135.0,19415633.0,1859126.0,14083493.0,33499126,229199352.0,,-182506163.0,47492763.0,80991889,ARTX,2013-09-30
739639,USD,2013,Q4,2014-03-31,2015-03-20,18956438.0,19569178.0,5821325.0,12362871.0,10074766.0,38600998.0,4926949.0,73979.0,37052716.0,42053644.0,80654642,11119249.0,95382.0,18234710.0,1830348.0,14442956.0,32677666,230118973.0,,-183096572.0,47976976.0,80654642,ARTX,2013-12-31
739639,USD,2014,Q1,2014-05-15,2014-05-15,19572668.0,20175408.0,6376204.0,14869141.0,8532339.0,39430385.0,4924193.0,89273.0,36986111.0,41999577.0,81429962,8677145.0,2569587.0,17653074.0,1810340.0,14702631.0,32355705,230248245.0,,-182082480.0,49074257.0,81429962,ARTX,2014-03-31
739639,USD,2014,Q2,2014-08-14,2014-08-14,20311830.0,20914570.0,972330.0,12923663.0,9560468.0,46707866.0,6150807.0,90545.0,64537105.0,70778457.0,117486323,12073135.0,9435800.0,27073791.0,19443050.0,35064039.0,62137830,234592604.0,,-180299795.0,55348493.0,117486323,ARTX,2014-06-30
739639,USD,2014,Q3,2014-11-14,2014-11-14,23137808.0,23740548.0,10802643.0,14911644.0,10711913.0,57248661.0,6114138.0,84247.0,63027820.0,69226205.0,126474866,13336907.0,7122942.0,26760011.0,18357684.0,33903955.0,60663966,245426332.0,,-179921267.0,65810900.0,126474866,ARTX,2014-09-30
739639,USD,2014,Q4,2015-03-20,2016-03-15,24715822.0,25318562.0,11291784.0,17595811.0,9811783.0,56028414.0,6462949.0,23482.0,62224502.0,68710933.0,124739347,15877296.0,4413968.0,28117442.0,16934360.0,30266457.0,58383899,246216073.0,,-179609611.0,66355448.0,124739347,ARTX,2014-12-31
739639,USD,2015,Q1,2015-05-14,2015-05-14,23305679.0,23305679.0,11959596.0,16513109.0,9091854.0,53963004.0,6395904.0,22944.0,61205358.0,67624206.0,121587210,12301069.0,8090839.0,26881096.0,15489096.0,28919982.0,55801078,246374948.0,,-180092288.0,65786132.0,121587210,ARTX,2015-03-31
